Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
CABO,"Cable One, Inc.",1962.06,$11.82B,2015,Consumer Services,Television Services,https://old.nasdaq.com/symbol/cabo,
CBT,Cabot Corporation,43.61,$2.46B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cbt,
COG,Cabot Oil & Gas Corporation,17.77,$7.08B,1990,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cog,
CACI,"CACI International, Inc.",242.26,$6.11B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/caci,
WHD,"Cactus, Inc.",25.07,$1.89B,2018,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/whd,
CADE,Cadence Bancorporation,14.82,$1.87B,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/cade,
CAE,CAE Inc,25.55,$6.79B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cae,
CAI,"CAI International, Inc.",31.01,$550.19M,n/a,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/cai,
CAI^A,"CAI International, Inc.",25.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cai^a,
CAI^B,"CAI International, Inc.",25.665,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cai^b,
CAL,"Caleres, Inc.",11.99,$454.57M,n/a,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/cal,
CRC,California Resources Corporation,21.87,$1.82B,2020,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crc,
CWT,California Water  Service Group Holding,50.36,$2.51B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cwt,
CALX,"Calix, Inc",23.95,$1.48B,2010,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/calx,
ELY,Callaway Golf Company,20.73,$1.95B,1992,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely,
CPE,Callon Petroleum Company,10.41,$413.83M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpe,
CPT,Camden Property Trust,97.74,$9.52B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cpt,
CCJ,Cameco Corporation,10.13,$4.01B,1996,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ccj,
CPB,Campbell Soup Company,48.98,$14.81B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cpb,
CWH,"Camping World Holdings, Inc.",31.27,$2.78B,2016,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cwh,
GOOS,Canada Goose Holdings Inc.,34.05,$3.75B,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/goos,
CM,Canadian Imperial Bank of Commerce,85.43,$38.1B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cm,
CNI,Canadian National Railway Company,109.34,$77.65B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/cni,
CNQ,Canadian Natural Resources Limited,24.02,$28.37B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnq,
CP,Canadian Pacific Railway Limited,325.93,$43.84B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/cp,
CANG,Cango Inc.,9.13,$1.38B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cang,
CNNE,"Cannae Holdings, Inc.",40.54,$3.72B,2017,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cnne,
CAJ,"Canon, Inc.",18.59,$19.44B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/caj,
CMD,Cantel Medical Corp.,59.95,$2.53B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cmd,
COF,Capital One Financial Corporation,87.76,$40.14B,1994,Finance,Major Banks,https://old.nasdaq.com/symbol/cof,
COF^F,Capital One Financial Corporation,24.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^f,
COF^G,Capital One Financial Corporation,26.025,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^g,
COF^H,Capital One Financial Corporation,26.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^h,
COF^I,Capital One Financial Corporation,25.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^i,
COF^J,Capital One Financial Corporation,25.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^j,
COF^K,Capital One Financial Corporation,25.4662,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cof^k,
CSU,Capital Senior Living Corporation,0.9367,$29.89M,1997,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/csu,
BXMT,"Capital Trust, Inc.",26.83,$3.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt,
CPRI,Capri Holdings Limited,36,$5.42B,2011,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cpri,
CPSR,Capstar Special Purpose Acquisition Corp.,9.86,$340.17M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/cpsr,
CPSR.U,Capstar Special Purpose Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/cpsr.u,
CPSR.WS,Capstar Special Purpose Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cpsr.ws,
CMO,Capstead Mortgage Corporation,5.86,$565.38M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cmo,
CMO^E,Capstead Mortgage Corporation,24.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmo^e,
CAH,"Cardinal Health, Inc.",53.78,$15.78B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/cah,
CSL,Carlisle Companies Incorporated,148.62,$7.93B,n/a,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/csl,
KMX,CarMax Inc,95.37,$15.65B,n/a,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kmx,
CCL,Carnival Corporation,21.58,$23.82B,1987,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/ccl,
CUK,Carnival Corporation,18.86,$16.65B,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/cuk,
CRS,Carpenter Technology Corporation,25.82,$1.24B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/crs,
CSV,"Carriage Services, Inc.",28.46,$511.42M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/csv,
CARR,Carrier Global Corporation,37.81,$32.77B,2020,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/carr,
CARS,Cars.com Inc.,11.3,$761.46M,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/cars,
CRI,"Carter&#39;s, Inc.",94.18,$4.11B,2003,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cri,
CVNA,Carvana Co.,249.14,$42.8B,2017,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cvna,
CAS.U,Cascade Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/cas.u,
CSPR,Casper Sleep Inc.,6.52,$264.27M,2020,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/cspr,
CSLT,"Castlight Health, inc.",1.21,$186.07M,2014,Technology,EDP Services,https://old.nasdaq.com/symbol/cslt,
CTLT,"Catalent, Inc.",97.4,$16.04B,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ctlt,
CTT,"CatchMark Timber Trust, Inc.",9.62,$469.12M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ctt,
CAT,"Caterpillar, Inc.",175.08,$95.11B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cat,
CATO,Cato Corporation (The),8.72,$208.91M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/cato,
CBZ,"CBIZ, Inc.",24.93,$1.36B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cbz,
CBO,CBO (Listing Market - NYSE - Networks A/E),13.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbo,
IGR,CBRE Clarion Global Real Estate Income Fund,6.64,$774.16M,2004,n/a,n/a,https://old.nasdaq.com/symbol/igr,
CBRE,"CBRE Group, Inc.",61.13,$20.51B,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/cbre,
CBX,CBX (Listing Market NYSE Networks AE,2.7,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbx,
PCPL,CC Neuberger Principal Holdings I,10.51,$596.44M,2020,Technology,EDP Services,https://old.nasdaq.com/symbol/pcpl,
PCPL.U,CC Neuberger Principal Holdings I,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/pcpl.u,
PCPL.WS,CC Neuberger Principal Holdings I,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pcpl.ws,
PRPB,CC Neuberger Principal Holdings II,10.08,$1.09B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/prpb,
PRPB.U,CC Neuberger Principal Holdings II,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/prpb.u,
PRPB.WS,CC Neuberger Principal Holdings II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prpb.ws,
FUN,"Cedar Fair, L.P.",39.32,$2.23B,1987,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/fun,
CDR,"Cedar Realty Trust, Inc.",9.01,$121.92M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdr,
CDR^B,"Cedar Realty Trust, Inc.",21.5989,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cdr^b,
CDR^C,"Cedar Realty Trust, Inc.",19.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cdr^c,
CE,Celanese Corporation,133.68,$15.63B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ce,
CLS,"Celestica, Inc.",7.91,$1.02B,1998,Technology,Electrical Products,https://old.nasdaq.com/symbol/cls,
CELG~,Celgene Corporation,0.3901,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/celg~,
CEL,"Cellcom Israel, Ltd.",4.86,$791.08M,2007,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cel,
CPAC,Cementos Pacasmayo S.A.A.,8.683,$743.45M,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cpac,
CX,Cemex S.A.B. de C.V.,4.68,$7.07B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cx,
CVE,Cenovus Energy Inc,5.35,$6.57B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cve,
CNC,Centene Corporation,63.17,$36.63B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cnc,
CEN,Center Coast Brookfield MLP & Energy Infrastructur,9.41,$46.36M,2013,n/a,n/a,https://old.nasdaq.com/symbol/cen,
CNP,"CenterPoint Energy, Inc.",24.07,$13.11B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cnp,
CNP^B,"CenterPoint Energy, Inc.",43.59,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cnp^b,
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,6.07,$9.52B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ebr,
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/ebr.b,
CEPU,Central Puerto S.A.,2.62,$396.67M,2018,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cepu,
CCS,"Century Communities, Inc.",45.16,$1.51B,2014,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/ccs,
LUMN,"CenturyLink, Inc. d/b/a Lumen Technologies, Inc. ",10.46,$11.48B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/lumn,
CTAC.U,Cerberus Telecom Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ctac.u,
CDAY,Ceridian HCM Holding Inc.,99.39,$14.69B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cday,
CF,"CF Industries Holdings, Inc.",38.77,$8.29B,2005,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cf,
GIB,CGI Inc.,74.39,$19.26B,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/gib,
CHX,ChampionX Corporation,12.82,$2.56B,2018,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/chx,
ECOM          ,ChannelAdvisor Corporation,14.74,$427.46M,2013,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ecom,
CHRA,"Charah Solutions, Inc.",2.82,$84.58M,2018,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/chra,
CRL,"Charles River Laboratories International, Inc.",230.16,$11.45B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/crl,
CLDT,Chatham Lodging Trust (REIT),11.2,$526.09M,2010,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cldt,
CMCM,Cheetah Mobile Inc.,1.99,$278.22M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cmcm,
CHGG,"Chegg, Inc.",75.01,$9.66B,2013,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/chgg,
CHE,Chemed Corp.,473.45,$7.55B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/che,
CC,Chemours Company (The),24.78,$4.08B,2015,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cc,
CHMI,Cherry Hill Mortgage Investment Corporation,9.27,$158.3M,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/chmi,
CHMI^A,Cherry Hill Mortgage Investment Corporation,25.0585,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chmi^a,
CHMI^B,Cherry Hill Mortgage Investment Corporation,23.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chmi^b,
CPK,Chesapeake Utilities Corporation,105.92,$1.85B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/cpk,
CVX,Chevron Corporation,91.31,$175.77B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvx,
CHWY,"Chewy, Inc.",74.25,$30.63B,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/chwy,
CHS,"Chico&#39;s FAS, Inc.",1.62,$194.22M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/chs,
CIM,Chimera Investment Corporation,10.59,$2.48B,2007,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cim,
CIM^A,Chimera Investment Corporation,24.05,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^a,
CIM^B,Chimera Investment Corporation,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^b,
CIM^C,Chimera Investment Corporation,22.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^c,
CIM^D,Chimera Investment Corporation,22.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cim^d,
DL,China Distance Education Holdings Limited,8.68,$293.65M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dl,
CEA,China Eastern Airlines Corporation Ltd.,23.26,$7.62B,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/cea,
CHN,"China Fund, Inc. (The)",30.12,$315.58M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/chn,
CGA,"China Green Agriculture, Inc.",2.81,$17.84M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/cga,
LFC,China Life Insurance Company Limited,11.99,$67.78B,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/lfc,
CHL,China Mobile (Hong Kong) Ltd.,30.51,$124.94B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chl,
COE,China Online Education Group,27.6713,$592.37M,2016,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/coe,
SNP,China Petroleum & Chemical Corporation,48.1,$58.24B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp,
ZNH,China Southern Airlines Company Limited,31.5,$9.66B,1997,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/znh,
CHA,China Telecom Corp Ltd,31.25,$25.29B,2002,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cha,
CHU,China Unicom (Hong Kong) Ltd,6.23,$19.06B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/chu,
CYD,China Yuchai International Limited,17.06,$697.04M,1994,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cyd,
CMG,"Chipotle Mexican Grill, Inc.",1297.77,$36.31B,2006,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cmg,
CHH,"Choice Hotels International, Inc.",102.45,$5.68B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/chh,
CB,Chubb Limited,151.42,$68.35B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb,
CHT,"Chunghwa Telecom Co., Ltd.",38.42,$29.8B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cht,
CHD,"Church & Dwight Company, Inc.",86.27,$21.43B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/chd,
CCX,Churchill Capital Corp II,10.09,$1.27B,2019,Finance,Business Services,https://old.nasdaq.com/symbol/ccx,
CCX.U,Churchill Capital Corp II,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/ccx.u,
CCX.WS,Churchill Capital Corp II,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccx.ws,
CCIV,Churchill Capital Corp IV,9.83,$2.54B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/cciv,
CCIV.U,Churchill Capital Corp IV,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/cciv.u,
CCIV.WS,Churchill Capital Corp IV,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cciv.ws,
CIXX,CI Financial Corp.,13.46,$2.83B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/cixx,
CIEN,Ciena Corporation,44.47,$6.86B,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cien,
CI,Cigna Corporation,212.5,$76.77B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ci,
XEC,Cimarex Energy Co,37.61,$3.83B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/xec,
CBB,Cincinnati Bell Inc,15.22,$771.36M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb,
CBB^B,Cincinnati Bell Inc,49.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cbb^b,
CNK,Cinemark Holdings Inc,16.78,$1.98B,2007,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/cnk,
CINR,Ciner Resources LP,12.37,$244.52M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cinr,
CIR,"CIRCOR International, Inc.",36.21,$724.13M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/cir,
CIT,CIT Group Inc (DEL),34.46,$3.4B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cit,
CIT^B,CIT Group Inc (DEL),26.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cit^b,
CCAC,CITIC Capital Acquisition Corp.,10.42,$359.49M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/ccac,
CCAC.U,CITIC Capital Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ccac.u,
CCAC.WS,CITIC Capital Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ccac.ws,
BLW,Citigroup Inc.,15.75,$562.89M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/blw,
C,Citigroup Inc.,56.67,$117.98B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c,
C^J,Citigroup Inc.,28.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/c^j,
C^K,Citigroup Inc.,28.51,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c^k,
C^N,Citigroup Inc.,27.43,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/c^n,
C^S,Citigroup Inc.,25.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/c^s,
CFG,"Citizens Financial Group, Inc.",34.14,$14.58B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/cfg,
CFG^D,"Citizens Financial Group, Inc.",27.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfg^d,
CFG^E,"Citizens Financial Group, Inc.",25.76,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfg^e,
CIA,"Citizens, Inc.",6.47,$326.86M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/cia,
CIO,"City Office REIT, Inc.",9.08,$394.05M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cio,
CIO^A,"City Office REIT, Inc.",25.37,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cio^a,
CVEO,Civeo Corporation,15.53,$220.76M,2014,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/cveo,
CCC,Clarivate Plc,27.39,$16.6B,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc,
CLH,"Clean Harbors, Inc.",74.6,$4.12B,n/a,Basic Industries,Environmental Services,https://old.nasdaq.com/symbol/clh,
CCO,"Clear Channel Outdoor Holdings, Inc.",1.53,$714.93M,2005,Consumer Services,Advertising,https://old.nasdaq.com/symbol/cco,
EMO,ClearBridge Energy Midstream Opportunity Fund Inc.,13.1,$187.89M,2011,n/a,n/a,https://old.nasdaq.com/symbol/emo,
CEM,ClearBridge MLP and Midstream Fund Inc.,17.18,$241.95M,2010,n/a,n/a,https://old.nasdaq.com/symbol/cem,
CTR,ClearBridge MLP and Midstream Total Return Fund In,14.68,$112.74M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ctr,
CLW,Clearwater Paper Corporation,34.84,$577.41M,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/clw,
CWEN,"Clearway Energy, Inc.",29.51,$5.95B,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/cwen,
CWEN.A,"Clearway Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cwen.a,
CLF,Cleveland-Cliffs Inc.,11.29,$4.51B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/clf,
CLII,Climate Change Crisis Real Impact I Acquisition Corporation,10.03,$288.36M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/clii,
CLII.U,Climate Change Crisis Real Impact I Acquisition Corporation,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/clii.u,
CLII.WS,Climate Change Crisis Real Impact I Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clii.ws,
CLPR,Clipper Realty Inc.,6.24,$110.88M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clpr,
CLX,Clorox Company (The),203.09,$25.6B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/clx,
CLDR,"Cloudera, Inc.",11.75,$3.67B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cldr,
NET,"Cloudflare, Inc.",74.76,$22.97B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/net,
CMS,CMS Energy Corporation,61.98,$17.75B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms,
CMS^B,CMS Energy Corporation,110.65,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cms^b,
CMSA,CMS Energy Corporation,26.96,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsa,
CMSC,CMS Energy Corporation,27.78,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsc,
CMSD,CMS Energy Corporation,27.47,n/a,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/cmsd,
CNA,CNA Financial Corporation,35.1,$9.53B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cna,
CNF,CNFinance Holdings Limited,3.47,$237.98M,2018,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cnf,
CNHI,CNH Industrial N.V.,11.02,$14.89B,2013,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cnhi,
CNO,"CNO Financial Group, Inc.",22.32,$3.1B,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/cno,
CEO,CNOOC Limited,122.02,$54.48B,2001,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo,
CNX,CNX Resources Corporation,9.82,$2.2B,1999,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnx,
KOF,Coca Cola Femsa S.A.B. de C.V.,45.07,$9.47B,1993,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/kof,
KO,Coca-Cola Company (The),52.7,$226.47B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ko,
CCEP,Coca-Cola European Partners plc,43.96,$19.98B,2016,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccep,
CDE,"Coeur Mining, Inc.",7.14,$1.74B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cde,
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",11.59,$315.58M,2006,n/a,n/a,https://old.nasdaq.com/symbol/fof,
CNS,Cohen & Steers Inc,72.51,$3.46B,2004,Finance,Investment Managers,https://old.nasdaq.com/symbol/cns,
UTF,"Cohen & Steers Infrastructure Fund, Inc",25.91,$2.42B,2004,n/a,n/a,https://old.nasdaq.com/symbol/utf,
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",24.95,$721.31M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ldp,
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",2.26,$60.8M,2013,n/a,n/a,https://old.nasdaq.com/symbol/mie,
RQI,Cohen & Steers Quality Income Realty Fund Inc.,12.46,$1.67B,2002,n/a,n/a,https://old.nasdaq.com/symbol/rqi,
RNP,"Cohen & Steers REIT and Preferred and Income Fund,",22.48,$1.07B,2003,n/a,n/a,https://old.nasdaq.com/symbol/rnp,
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",26.16,$314.25M,2010,n/a,n/a,https://old.nasdaq.com/symbol/psf,
PTA,Cohen & Steers Tax-Advantaged Preferred Securities,25.29,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/pta,
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.85,$336.9M,1993,n/a,n/a,https://old.nasdaq.com/symbol/rfi,
